742708,  40,00701,     ,40-701,Shore Dr,040,Greensville County,040,Greensville County,0.35,40-707,40-664,270,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742709,  40,00702,     ,40-702,Wyatt St,040,Greensville County,040,Greensville County,0.14,Dead End,40-643,100,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742710,  40,00703,     ,40-703,Douglas Run Rd,040,Greensville County,040,Greensville County,0.90,Brunswick County Line,40-633 Independence Church Rd,40,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742711,  40,00704,     ,40-704,Calloway St,040,Greensville County,040,Greensville County,0.15,Dead End,40-643,70,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742712,  40,00705,     ,40-705,Bell Meadow Dr,040,Greensville County,040,Greensville County,0.16,40-683,40-706,80,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742713,  40,00705,     ,40-705,Bell Meadow Dr,040,Greensville County,040,Greensville County,0.07,40-706,40-697 Watkins Dr,20,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742714,  40,00706,     ,40-706,Bell Meadow Circle,040,Greensville County,040,Greensville County,0.04,Dead End,40-705,30,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742715,  40,00707,     ,40-707,Cifers Lane,040,Greensville County,040,Greensville County,0.43,40-701 Shore Dr,40-607,1100,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742716,  40,00709,     ,40-709,St Johns St,040,Greensville County,040,Greensville County,0.16,Dead End,40-627 Brink Rd,180,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742717,  40,00711,     ,40-711,Green Plain Rd,040,Greensville County,040,Greensville County,1.00,40-611 Brick Yard Rd,Southampton County Line,80,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742718,  40,00712,     ,40-712,Maclins Creek Rd,040,Greensville County,040,Greensville County,0.05,Dead End,US 58; 40-684,100,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742719,  40,00713,     ,40-713,Ellington St,040,Greensville County,040,Greensville County,0.15,Dead End,40-643,140,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742720,  40,00714,     ,40-714,Carver St,040,Greensville County,040,Greensville County,0.15,Dead End,40-643,60,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742721,  40,00715,     ,40-715,Poplar Lane,040,Greensville County,040,Greensville County,0.09,Dead End,40-644 Satterfield Dr,50,R,,,,,,,X,,,,,,05/05/2011,,,,,,,,,,,,,,,
742722,  40,00717,     ,40-717,Andeson St,040,Greensville County,040,Greensville County,0.08,Dead End,40-643,80,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742723,  40,00718,     ,40-718,Horton Rd,040,Greensville County,040,Greensville County,0.26,40-611 Brick Yard Rd,Dead End,60,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
785702,  40,00719,     ,40-719, ,040,Greensville County,040,Greensville County,0.20,US 301,Dead End,60,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742724,  40,00720,     ,40-720,Castle Lane,040,Greensville County,040,Greensville County,0.12,40-663 Riegel Rd,Dead End,70,R,,,,,,,X,,,,,,02/28/2011,,,,,,,,,,,,,,,
785387,  40,00721,     ,40-721, ,040,Greensville County,040,Greensville County,1.20,US 58 Pleasant Shade Dr,Dead End,110,R,,,,,,,X,,,,,,02/28/2011,,,,,,,,,,,,,,,
742725,  40,00722,     ,40-722,Chambliss Rd,040,Greensville County,040,Greensville County,0.40,40-730 Low Ground Rd,Dead End,290,R,,,,,,,X,,,,,,05/13/2008,,,,,,,,,,,,,,,
792463,  40,00724,     ,40-724,Riverview Rd,040,Greensville County,040,Greensville County,0.63,Dead End,40-607,110,R,,,,,,,X,,,,,,05/13/2008,,,,,,,,,,,,,,,
742726,  40,00725,     ,40-725,Crescent Court,040,Greensville County,040,Greensville County,0.15,Dead End,40-614 Crescent Rd,60,R,,,,,,,X,,,,,,02/28/2011,,,,,,,,,,,,,,,
300127,  40,00730,     ,40-730,Low Ground Rd,040,Greensville County,040,Greensville County,1.15,SCL Emporia,"40-622 W, Little Low Ground Rd",1300,G,97%,1%,0%,0%,1%,0%,C,0.0972,F,0.5659,1300,G,2012,,,,,,,,,,,,,,,
300128,  40,00730,     ,40-730,Low Ground Rd,040,Greensville County,040,Greensville County,11.87,"40-622 W, Little Low Ground Rd",Southampton County Line,350,G,97%,1%,0%,0%,1%,0%,F,0.1235,F,0.6444,350,G,2012,,,,,,,,,,,,,,,
742727,  40,00731,     ,40-731,Mitchell Rd,040,Greensville County,040,Greensville County,0.31,40-604,Dead End,70,R,,,,,,,X,,,,,,05/25/2011,,,,,,,,,,,,,,,
742728,  40,01005,     ,40-1005,East Dr,040,Greensville County,040,Greensville County,0.12,40-611 Dry Bread Rd,40-1006,100,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742729,  40,01006,     ,40-1006,Lincoln Circle,040,Greensville County,040,Greensville County,0.05,Cul-de-Sac,40-1007,20,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742730,  40,01006,     ,40-1006,Abraham Ave,040,Greensville County,040,Greensville County,0.13,40-1007,40-1005,110,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742731,  40,01007,     ,40-1007,West Dr,040,Greensville County,040,Greensville County,0.12,40-611 Dry Bread Rd,40-1006 Abraham Ave; Lincoln Circle,130,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742732,  40,01010,     ,40-1010,Allen Court,040,Greensville County,040,Greensville County,0.32,Dead End,40-707 Cifers Lane,200,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742733,  40,01020,     ,40-1020,Rochelle Ave,040,Greensville County,040,Greensville County,0.15,40-640; 40-681,40-1021,140,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742734,  40,01021,     ,40-1021,Fayes Circle,040,Greensville County,040,Greensville County,0.40,40-1022 SOUTH,40-1022 NORTH,30,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742735,  40,01021,     ,40-1021,Van Dyke Circle,040,Greensville County,040,Greensville County,0.25,40-1022 NORTH,40-1020 Rochelle Ave,10,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742736,  40,01021,     ,40-1021, ,040,Greensville County,040,Greensville County,0.10,40-1020 Rochelle Ave,40-1022 MID,20,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742737,  40,01022,     ,40-1022,Green Ave,040,Greensville County,040,Greensville County,0.12,40-681 Everetts Lake Rd,"40-1021 S, Fayes Circle",170,R,,,,,,,X,,,,,,03/11/2011,,,,,,,,,,,,,,,
742738,  40,01022,     ,40-1022, ,040,Greensville County,040,Greensville County,0.03,"40-1021 S, Fayes Circle",40-1021 MID,40,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742739,  40,01022,     ,40-1022, ,040,Greensville County,040,Greensville County,0.05,40-1021 MID,"40-1021 N, Van Dyke Circle; Fayes Circle",40,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742740,  40,01025,     ,40-1025,Vincent Dr,040,Greensville County,040,Greensville County,0.03,Dead End,40-1026,40,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742741,  40,01025,     ,40-1025,Vincent Dr,040,Greensville County,040,Greensville County,0.12,40-1026,40-627 Brink Rd,240,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742742,  40,01026,     ,40-1026,Salem Dr,040,Greensville County,040,Greensville County,0.10,Dead End,40-1025 Vincent Dr,80,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742743,  40,01101,     ,40-1101,Grigg Ave,244,Town of Jarratt,040,Greensville County,0.13,40-610 Allen Rd,40-1107 Gray St,140,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742744,  40,01101,     ,40-1101,Grigg Ave,244,Town of Jarratt,040,Greensville County,0.09,40-1107 Gray St,40-1102,100,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742745,  40,01101,     ,40-1101,Grigg Ave,244,Town of Jarratt,040,Greensville County,0.38,40-1102,40-1106 Susan St,170,R,,,,,,,X,,,,,,03/22/2011,,,,,,,,,,,,,,,
742746,  40,01101,     ,40-1101,Grigg Ave,244,Town of Jarratt,040,Greensville County,0.02,40-1106 Susan St,40-1108 Willow Ave,220,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742747,  40,01101,     ,40-1101, ,244,Town of Jarratt,040,Greensville County,0.03,40-1108 Willow Ave,40-1105 First St,380,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742748,  40,01101,     ,40-1101, ,244,Town of Jarratt,040,Greensville County,0.05,40-1105 First St,40-1103 Braxton Ave,300,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742749,  40,01101,     ,40-1101, ,244,Town of Jarratt,040,Greensville County,0.13,40-1103 Braxton Ave,Sussex County Line,250,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742750,  40,01102,     ,40-1102,Horseshoe Rd,040,Greensville County,040,Greensville County,0.08,Sussex County Line,40-1103,130,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742751,  40,01102,     ,40-1102, ,040,Greensville County,040,Greensville County,0.57,40-1103,SCL Jarratt,110,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742752,  40,01102,     ,40-1102, ,244,Town of Jarratt,040,Greensville County,0.25,SCL Jarratt,40-1101 Grigg Ave,90,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742753,  40,01103,     ,40-1103,Mayes St,040,Greensville County,040,Greensville County,0.15,40-1102 Horseshoe Rd,SCL Jarratt,130,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742754,  40,01103,     ,40-1103,Braxton Ave,244,Town of Jarratt,040,Greensville County,0.14,SCL Jarratt,40-1111 St Francis St,120,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742755,  40,01103,     ,40-1103,Braxton Ave,244,Town of Jarratt,040,Greensville County,0.15,40-1111 St Francis St,40-1101,160,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742756,  40,01103,     ,40-1103, ,244,Town of Jarratt,040,Greensville County,0.03,40-1101,Sussex County Line,260,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742757,  40,01104,     ,40-1104,Lincoln Ave,244,Town of Jarratt,040,Greensville County,0.12,40-630; NCL Jarratt,40-1110 Pine St,180,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742758,  40,01104,     ,40-1104,Lincoln Ave,244,Town of Jarratt,040,Greensville County,0.17,40-1110 Pine St,40-1112 York St,50,R,,,,,,,X,,,,,,05/10/2011,,,,,,,,,,,,,,,
742759,  40,01105,     ,40-1105,Ivey St,244,Town of Jarratt,040,Greensville County,0.15,40-1111 St Francis St,40-1101 Grigg Ave,90,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742760,  40,01106,     ,40-1106,Susan St,244,Town of Jarratt,040,Greensville County,0.07,Dead End,40-1111 St Francis St,40,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742761,  40,01106,     ,40-1106,Susan St,244,Town of Jarratt,040,Greensville County,0.15,40-1111 St Francis St,40-1101 Grigg Ave,160,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742762,  40,01107,     ,40-1107,Gray St,244,Town of Jarratt,040,Greensville County,0.25,40-1101 Grigg Ave,Dead End,190,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742763,  40,01108,     ,40-1108,Park St; Town St,244,Town of Jarratt,040,Greensville County,0.17,Dead End,"40-1109 N, Pine Place",40,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742764,  40,01108,     ,40-1108,Park St; Town St,244,Town of Jarratt,040,Greensville County,0.07,"40-1109 N, Pine Place","40-1109 S, Pine Place",5,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742765,  40,01108,     ,40-1108,Park St; Town St,244,Town of Jarratt,040,Greensville County,0.04,"40-1109 S, Pine Place",40-1101 Grigg Ave,110,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742766,  40,01109,     ,40-1109,Pine Place,244,Town of Jarratt,040,Greensville County,0.09,40-1108 Park St; Town St,40-1108 Park St; Town St,30,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742767,  40,01110,     ,40-1110,Pine St,244,Town of Jarratt,040,Greensville County,0.64,SR 139 Jarrett Ave,Sussex County Line,170,R,,,,,,,X,,,,,,06/16/2005,,,,,,,,,,,,,,,
742768,  40,01111,     ,40-1111,St Francis St,244,Town of Jarratt,040,Greensville County,0.05,40-1106 Susan St,40-1105 Ivey St,80,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742769,  40,01111,     ,40-1111,St Francis St,244,Town of Jarratt,040,Greensville County,0.05,40-1105 Ivey St,40-1103 Braxton Ave,180,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742770,  40,01112,     ,40-1112,York St,244,Town of Jarratt,040,Greensville County,0.07,40-1113 Batte St,40-1104 Lincoln Ave,40,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742771,  40,01112,     ,40-1112,York St,244,Town of Jarratt,040,Greensville County,0.10,40-1104 Lincoln Ave,40-1110 Pine St,40,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742772,  40,01113,     ,40-1113,Batte St,244,Town of Jarratt,040,Greensville County,0.15,40-630 Allen Rd,40-1110 Pine St,130,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742773,  40,01113,     ,40-1113,Batte St,244,Town of Jarratt,040,Greensville County,0.18,40-1110 Pine St,40-1112 York St,40,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742774,  40,01114,     ,40-1114,Holly Ave,244,Town of Jarratt,040,Greensville County,0.23,40-630 Allen Rd,40-1116 Nicholson St,120,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742775,  40,01115,     ,40-1115,Duncan St,244,Town of Jarratt,040,Greensville County,0.03,Dead End,40-1110 Pine St,20,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
783194,  40,01115,     ,40-1115,Pine St,244,Town of Jarratt,040,Greensville County,0.12,40-1110 Pine St,40-1116,50,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
742776,  40,01116,     ,40-1116,Nicholson St,244,Town of Jarratt,040,Greensville County,0.06,SR 139 Jarratt Ave,40-1114,70,R,,,,,,,X,,,,,,04/25/2011,,,,,,,,,,,,,,,
783195,  40,01116,     ,40-1116, ,244,Town of Jarratt,040,Greensville County,0.12,40-1114,40-1115 Pine St,140,R,,,,,,,X,,,,,,05/13/2008,,,,,,,,,,,,,,,
742777,  40,01117,     ,40-1117, ,244,Town of Jarratt,040,Greensville County,0.24,Sussex County Line,Dead End,9,R,,,,,,,X,,,,,,02/28/2011,,,,,,,,,,,,,,,
742778,  40,01118,     ,40-1118, ,244,Town of Jarratt,040,Greensville County,0.11,40-630 Allen Rd,40-1110 Pine St,130,R,,,,,,,X,,,,,,05/13/2008,,,,,,,,,,,,,,,
793828,  40,01120,     ,40-1120, ,040,Greensville County,040,Greensville County,0.13,40-610 Allen Rd,Cul-de-Sac,110,R,,,,,,,X,,,,,,05/13/2008,,,,,,,,,,,,,,,
742779,  40,09179,     ,40-9179, ,040,Greensville County,040,Greensville County,0.04,Greensville Jr High School,40-610 Slagles Lake Rd,220,R,,,,,,,X,,,,,,02/28/2011,,,,,,,,,,,,,,,
781629, 109,00001,     ,109-1,Brink Rd,109,City of Emporia,109,City of Emporia,0.16,JB-40-109 SCL Emporia,US 301,2300,G,99%,0%,0%,0%,0%,0%,F,0.0925,F,0.6016,2400,G,2012,,,,,,,,,,,,,,,
626025, 109,00002,     ,109-2,Purdy Rd,109,City of Emporia,109,City of Emporia,0.49,West Atlantic St,Satterfield Dr,2200,G,92%,1%,1%,1%,6%,0%,C,0.0932,F,0.6250,2300,G,2012,,,,,,,,,,,,,,,
781630, 109,00002,     ,109-2,Purdy Rd,109,City of Emporia,109,City of Emporia,0.14,Satterfield Dr,NCL Emporia,960,G,92%,1%,1%,1%,6%,0%,F,0.0984,F,0.5537,1000,G,2012,,,,,,,,,,,,,,,
781631, 109,00005,     ,109-5,West End Dr,109,City of Emporia,109,City of Emporia,0.42,US 58,109-2 Purdy Rd,300,G,99%,0%,0%,0%,0%,0%,C,0.1318,F,0.5122,310,G,2012,,,,,,,,,,,,,,,
626013, 109,03800,     ,109-3800,Greenville Ave,109,City of Emporia,109,City of Emporia,0.17,South Main St,Tillar St,300,G,99%,0%,1%,0%,0%,0%,C,0.1227,F,0.7250,320,G,2012,,,,,,,,,,,,,,,
626021, 109,03801,     ,109-3801,Low Ground Rd,109,City of Emporia,109,City of Emporia,0.43,SCL Emporia,South Main St,2200,G,98%,1%,1%,0%,0%,0%,C,0.0916,F,0.5385,2300,G,2012,,,,,,,,,,,,,,,
626019, 109,03801,     ,109-3801,Laurel St,109,City of Emporia,109,City of Emporia,0.43,South Main St,Temple Ave,560,G,99%,0%,0%,0%,0%,0%,C,0.1140,F,0.6835,590,G,2012,,,,,,,,,,,,,,,
626009, 109,03802,     ,109-3802,Brunswick Ave,109,City of Emporia,109,City of Emporia,0.20,WCL Emporia,Brunswick Ave Ext.,3500,G,98%,1%,0%,0%,0%,0%,F,0.0829,F,0.6114,3700,G,2012,,,,,,,,,,,,,,,
626008, 109,03802,     ,109-3802,Brunswick Ave,109,City of Emporia,109,City of Emporia,0.66,Brunswick Ave Ext.,South Main St,3800,G,97%,1%,1%,0%,1%,0%,C,0.0955,F,0.6370,4100,G,2012,,,,,,,,,,,,,,,
626018, 109,03802,     ,109-3802,Hicksford Ave,109,City of Emporia,109,City of Emporia,0.46,South Main St,Lee St,2600,G,98%,1%,0%,0%,0%,0%,C,0.1043,F,0.5685,2800,G,2012,,,,,,,,,,,,,,,
626020, 109,03802,     ,109-3802,Lee St,109,City of Emporia,109,City of Emporia,0.37,Hicksford Ave,Southampton St,1600,G,99%,0%,1%,0%,0%,0%,C,0.0998,F,0.5243,1700,G,2012,,,,,,,,,,,,,,,
626036, 109,03804,     ,109-3804,Valley St,109,City of Emporia,109,City of Emporia,0.14,North Main St,Halifax St,840,G,99%,0%,1%,0%,0%,0%,F,0.0929,F,0.5313,900,G,2012,,,,,,,,,,,,,,,
626033, 109,03804,     ,109-3804,Southampton St,109,City of Emporia,109,City of Emporia,0.29,Halifax St,Lee St,1100,G,99%,0%,1%,0%,0%,0%,C,0.0875,F,0.5664,1200,G,2012,,,,,,,,,,,,,,,
626034, 109,03804,     ,109-3804,Southampton St,109,City of Emporia,109,City of Emporia,0.18,Lee St,East Atlantic St,1500,G,99%,0%,1%,0%,0%,0%,F,0.0904,F,0.6203,1600,G,2012,,,,,,,,,,,,,,,
626010, 109,03805,     ,109-3805,Davis St,109,City of Emporia,109,City of Emporia,1.32,East Atlantic St,ECL Emporia,1200,G,98%,1%,1%,0%,1%,0%,C,0.1173,F,0.6196,1300,G,2012,,,,,,,,,,,,,,,
626014, 109,03807,     ,109-3807,Halifax St,109,City of Emporia,109,City of Emporia,0.15,Southampton St,East Atlantic St,1900,G,98%,1%,1%,0%,0%,0%,F,0.0966,F,0.7210,2000,G,2012,,,,,,,,,,,,,,,
626015, 109,03807,     ,109-3807,Halifax St,109,City of Emporia,109,City of Emporia,0.34,East Atlantic St,Ruffin St,2100,G,98%,1%,1%,0%,0%,0%,C,0.0966,F,0.5191,2200,G,2012,,,,,,,,,,,,,,,
626016, 109,03807,     ,109-3807,Halifax St,109,City of Emporia,109,City of Emporia,0.30,Ruffin St,US 58,1300,G,98%,1%,1%,0%,0%,0%,F,0.1120,F,0.6458,1300,G,2012,,,,,,,,,,,,,,,
626017, 109,03807,     ,109-3807,Halifax St,109,City of Emporia,109,City of Emporia,0.53,US 58,North Main St,1100,G,98%,1%,1%,0%,0%,0%,C,0.1031,F,0.6017,1100,G,2012,,,,,,,,,,,,,,,
788274, 109,03808,     ,109-3808,Reese St,109,City of Emporia,109,City of Emporia,0.12,109-3804 Southampton St,Bus US 58,610,G,98%,0%,1%,1%,0%,0%,C,0.1243,F,0.7412,640,G,2012,,,,,,,,,,,,,,,
787398, 109,03808,     ,109-3808,Reese St,109,City of Emporia,109,City of Emporia,0.83,Bus US 58,US 58 Bypass,1700,G,98%,1%,1%,0%,0%,0%,C,0.0972,F,0.6011,1800,G,2012,,,,,,,,,,,,,,,
781632, 109,03808,     ,109-3808,Reese St,109,City of Emporia,109,City of Emporia,0.84,US 58 Bypass,Sunnyside Rd,890,G,88%,3%,1%,2%,5%,0%,C,0.1220,F,0.6780,940,G,2012,,,,,,,,,,,,,,,
626007, 109,03809,     ,109-3809,Belfield Dr,109,City of Emporia,109,City of Emporia,0.17,West Atlantic St,Weaver Ave,2100,G,99%,0%,0%,0%,0%,0%,C,0.1106,F,0.7124,2200,G,2012,,,,,,,,,,,,,,,
626040, 109,03810,     ,109-3810,Weaver Ave,109,City of Emporia,109,City of Emporia,0.21,Belfield Dr,North Main St,2200,G,97%,1%,2%,0%,0%,0%,C,0.1040,F,0.6466,2400,G,2012,,,,,,,,,,,,,,,
783015, 109,03815,     ,109-3815,W Atlantic Ave,109,City of Emporia,109,City of Emporia,0.24,Dead End near Florida Ave,Bus US 58,680,G,99%,0%,0%,0%,0%,0%,F,0.1007,F,0.6867,720,G,2012,,,,,,,,,,,,,,,
526001, 109,00000,     ,109-0,Baker St,109,City of Emporia,109,City of Emporia,0.00,North Main St,Halifax St,480,G,,,,,,,X,0.1255,F,1.0000,510,G,2012,,,,,,,,,,,,,,,
526002, 109,00000,     ,109-0,Briggs St,109,City of Emporia,109,City of Emporia,0.00,Clay St,Tillar St,2500,G,,,,,,,X,0.1039,F,0.5474,2700,G,2012,,,,,,,,,,,,,,,
526003, 109,00000,     ,109-0,Clay St,109,City of Emporia,109,City of Emporia,0.00,Low Ground Rd,South Main St,2100,G,,,,,,,X,0.1007,F,0.5903,2300,G,2012,,,,,,,,,,,,,,,
526004, 109,00000,     ,109-0,Jefferson St,109,City of Emporia,109,City of Emporia,0.00,South Main St,West Ave,1300,G,,,,,,,X,0.1106,F,0.5210,1300,G,2012,,,,,,,,,,,,,,,
526000, 109,00000,     ,109-0,Reese St,109,City of Emporia,109,City of Emporia,0.00,Sunnyside Rd,Riegel Rd,440,G,97%,2%,1%,0%,0%,0%,C,0.1119,F,0.5745,440,G,2012,,,,,,,,,,,,,,,
526009, 109,00000,     ,109-0,Ruffin St,109,City of Emporia,109,City of Emporia,0.00,Halifax St,North Main St,1100,G,,,,,,,X,0.0939,F,0.5643,1100,G,2012,,,,,,,,,,,,,,,
526005, 109,00000,     ,109-0,Temple Ave,109,City of Emporia,109,City of Emporia,0.00,Laurel St,Jefferson St,510,G,,,,,,,X,0.1192,F,0.5522,540,G,2012,,,,,,,,,,,,,,,
526006, 109,00000,     ,109-0,Tillar St,109,City of Emporia,109,City of Emporia,0.00,Briggs St,Hicksford Ave,1500,G,,,,,,,X,0.1211,F,0.5313,1600,G,2012,,,,,,,,,,,,,,,
526007, 109,00000,     ,109-0,West Ave,109,City of Emporia,109,City of Emporia,0.00,Jefferson St,Brunswick Ave,260,G,,,,,,,X,0.1276,F,0.5541,280,G,2012,,,,,,,,,,,,,,,
526008, 109,00000,     ,109-0,West End Blvd,109,City of Emporia,109,City of Emporia,0.00,North Main St,Gay St,610,G,,,,,,,X,0.0991,F,0.5781,640,G,2012,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
