ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,Prepared,10/1/2011
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,02,Passenger Cars,              ,76,836,0.19%,0.03%,,,,8,544,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,380,0.04%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,27,178,0.07%,0.01%,,,,2,800,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,978,0.01%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,04,Busses,              ,1,148,0.00%,0.00%,,,,51,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,198,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,603,0.00%,0.00%,,,,83,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,382,0.00%,0.00%,,,,34,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,50,0.00%,0.00%,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,148,0.00%,0.00%,,,,19,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,211,0.00%,0.00%,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,8,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,01,Motorcycles,              ,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,02,Passenger Cars,              ,17,302,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,302,0.01%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,5,255,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,255,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,04,Busses,              ,264,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,144,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,70,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,21,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
6,Fredericksburg District,036,Gloucester County,8,Rural Minor Collector,11,Five Axle or Fewer Multi-Trailers,              ,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,02,Passenger Cars,              ,81,957,0.20%,0.04%,,,,79,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,036,0.04%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,913,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,193,972,0.28%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,972,0.09%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,66,902,0.10%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,902,0.03%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,983,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,474,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,474,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,300,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,300,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,588,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,535,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,2,010,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,010,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,124,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.00%,,
6,Fredericksburg District,036,Gloucester County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,01,Motorcycles,              ,50,0.00%,0.00%,,,,17,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,02,Passenger Cars,              ,14,488,0.04%,0.01%,,,,20,052,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,540,0.02%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,5,225,0.01%,0.00%,,,,8,723,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,948,0.01%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,04,Busses,              ,124,0.00%,0.00%,,,,197,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,144,0.00%,0.00%,,,,221,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,06,Three Axle Single Unit Trucks,              ,55,0.00%,0.00%,,,,67,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,07,Four or More Axle Single Unit Trucks,              ,17,0.00%,0.00%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,23,0.00%,0.00%,,,,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,09,Five Axle Single Trailers,              ,23,0.00%,0.00%,,,,50,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
6,Fredericksburg District,036,Gloucester County,17,Urban Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,02,Passenger Cars,              ,19,036,0.05%,0.01%,,,,51,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,087,0.01%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,036,Gloucester County Total:,,,,,,250,972,0.62%,0.11%,,,,796,243,1.16%,0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,047,214,0.47%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,284,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,54,054,0.08%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,054,0.02%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,20,077,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,077,0.01%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,500,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,911,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,768,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,199,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,461,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,3,142,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,142,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,154,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
6,Fredericksburg District,049,King & Queen County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,554,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,80,309,0.12%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,309,0.04%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,30,747,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,747,0.01%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,646,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,648,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,648,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,1,643,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,643,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,669,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,727,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,5,019,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,019,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,97,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0.00%,,
6,Fredericksburg District,049,King & Queen County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,01,Motorcycles,              ,81,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,02,Passenger Cars,              ,29,609,0.07%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,609,0.01%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,11,401,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,401,0.01%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,04,Busses,              ,436,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,526,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,561,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,277,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,138,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,2,010,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,010,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,14,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.00%,,
6,Fredericksburg District,049,King & Queen County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,01,Motorcycles,              ,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,02,Passenger Cars,              ,3,649,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,649,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,1,400,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,400,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,04,Busses,              ,66,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,70,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,38,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,10,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.00%,,
