ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,(Wide),ReportID:,2230,DataYear:,2010,Prepared,10/1/2011
6,Fredericksburg District,049,King & Queen County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,101,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,01,Motorcycles,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,02,Passenger Cars,              ,20,309,0.05%,0.01%,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,313,0.01%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,38,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,04,Busses,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,4,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,5,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,09,Five Axle Single Trailers,              ,29,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.00%,,
6,Fredericksburg District,049,King & Queen County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,049,King & Queen County Total:,,,,,,70,788,0.18%,0.03%,,,,202,629,0.29%,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,417,0.12%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,704,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,704,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,188,640,0.27%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,640,0.08%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,51,118,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,118,0.02%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,1,390,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,390,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,140,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,140,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,419,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,419,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,358,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,321,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,321,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,13,792,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,792,0.01%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,431,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,760,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,0.00%,,
6,Fredericksburg District,048,King George County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,143,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,1,035,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,035,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,294,144,0.43%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,144,0.13%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,79,193,0.12%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,193,0.04%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,2,559,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,559,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,357,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,357,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,2,023,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,023,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,765,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,921,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,4,151,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,151,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,452,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
6,Fredericksburg District,048,King George County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,01,Motorcycles,              ,92,0.00%,0.00%,,,,331,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,02,Passenger Cars,              ,23,156,0.06%,0.01%,,,,72,417,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,573,0.04%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,7,363,0.02%,0.00%,,,,18,997,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,360,0.01%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,04,Busses,              ,454,0.00%,0.00%,,,,609,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,062,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,257,0.00%,0.00%,,,,600,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,188,0.00%,0.00%,,,,220,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,102,0.00%,0.00%,,,,42,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,53,0.00%,0.00%,,,,237,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,322,0.00%,0.00%,,,,238,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,0.00%,,
6,Fredericksburg District,048,King George County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,142,0.00%,0.00%,,,,13,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,01,Motorcycles,              ,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,02,Passenger Cars,              ,2,878,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,878,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,720,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,04,Busses,              ,42,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,48,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,11,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
6,Fredericksburg District,048,King George County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,02,Passenger Cars,              ,46,141,0.11%,0.02%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,144,0.02%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,048,King George County Total:,,,,,,82,017,0.20%,0.04%,,,,744,542,1.08%,0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,559,0.37%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,818,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,94,312,0.14%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,312,0.04%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,33,145,0.05%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,145,0.01%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,565,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,156,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,156,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,720,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,214,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,440,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,3,893,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,893,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,288,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,12,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.00%,,
6,Fredericksburg District,050,King William County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,791,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,88,390,0.13%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,390,0.04%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,36,782,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,782,0.02%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,1,780,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,780,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,311,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,311,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,2,503,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,503,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,1,468,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,468,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,737,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,18,463,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,463,0.01%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,445,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
6,Fredericksburg District,050,King William County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,01,Motorcycles,              ,352,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,02,Passenger Cars,              ,40,078,0.10%,0.02%,,,,646,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,723,0.02%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,15,075,0.04%,0.01%,,,,214,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,289,0.01%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,04,Busses,              ,215,0.00%,0.00%,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,337,0.00%,0.00%,,,,7,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,1,010,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,012,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,542,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,121,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,441,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,45,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0.00%,,
6,Fredericksburg District,050,King William County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,01,Motorcycles,              ,52,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,02,Passenger Cars,              ,8,662,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,662,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,3,443,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,443,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,04,Busses,              ,94,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,79,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,65,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,158,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0.00%,,
6,Fredericksburg District,050,King William County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,26,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.00%,,
